id,mt_module_code,name,temp_field_name,data_type,is_mandatory,default_value,min,max,decimal,regex,is_lookup,lookup_service,lookup_table,lookup_field,is_hidden,default_value_type,lookup_condition,dest_service,dest_table,dest_field
193,EMFAM,Family Relation Key,f2,TEXT,t,,,10,,,t,core,lovs,key_data,f,,lov_type_code='FAMR',core,person_families,lov_famr
194,EMFAM,Name,f3,TEXT,t,,,50,,,f,,,,f,,,core,person_families,name
195,EMFAM,Gender Key,f4,TEXT,t,,,10,,,t,core,lovs,key_data,f,,lov_type_code='GNDR',core,person_families,lov_gndr
196,EMFAM,Birth Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,,,core,person_families,birth_date
197,EMFAM,Education Level Key,f6,TEXT,t,,,10,,,t,core,lovs,key_data,f,,lov_type_code='EDUL',core,person_families,lov_edul
198,EMFAM,Occupation,f7,TEXT,f,NULL,,20,,,f,,,,f,VALUE,,core,person_families,occupation
199,EMFAM,Address,f8,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,person_families,address
200,EMFAM,Phone,f9,TEXT,f,NULL,,50,,,f,,,,f,VALUE,,core,person_families,phone
201,EMFAM,Is Emergency Contact,f10,BOOLEAN,t,,,,,,f,,,,f,,,core,person_families,is_emergency
202,EMFAM,Description,f11,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,person_families,description
203,EMFAM,Start Effective Date,f12,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,person_families,eff_begin
204,EMFAM,End Effective Date,f13,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,person_families,eff_end
207,EMREF,Name,f2,TEXT,t,,,50,,,f,,,,f,,,core,person_references,name
208,EMREF,Relationship,f3,TEXT,t,,,50,,,f,,,,f,,,core,person_references,relationship
209,EMREF,Description,f4,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,person_references,description
210,EMREF,Phone,f5,TEXT,f,NULL,,50,,,f,,,,f,VALUE,,core,person_references,phone
213,EMDOC,Document Type Key,f2,TEXT,t,,,10,,,t,core,lovs,key_data,f,,lov_type_code='DCTY',core,person_documents,lov_dcty
214,EMDOC,Name,f3,TEXT,t,,,50,,,f,,,,f,,,core,person_documents,name
215,EMDOC,Expired Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,VALUE,,core,person_documents,expired
216,EMDOC,File Name,f5,FILE,t,,,50,,,f,,,,f,,,core,person_documents,file_document
218,JOCAT,Code,f1,TEXT,t,,,50,,"^[a-zA-Z0-9_-]{1,20}$",f,,,,f,AUTO,,core,job_categories,code
219,JOCAT,Name,f2,TEXT,t,,,50,,,f,,,,f,,,core,job_categories,name
220,JOCAT,Description,f3,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,job_categories,description
221,JOCAT,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,job_categories,eff_begin
222,JOCAT,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,job_categories,eff_end
223,WOCONTYP,Code,f1,TEXT,t,,,20,,"^[a-zA-Z0-9_-]{1,20}$",f,,,,f,AUTO,,core,working_condition_types,code
224,WOCONTYP,Name,f2,TEXT,t,,,50,,,f,,,,f,,,core,working_condition_types,name
225,WOCONTYP,Description,f3,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,working_condition_types,description
226,WOCONTYP,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,working_condition_types,eff_begin
227,WOCONTYP,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,working_condition_types,eff_end
228,WOCON,Code,f1,TEXT,t,,,20,,"^[a-zA-Z0-9_-]{1,20}$",f,,,,f,AUTO,,core,working_conditions,code
229,WOCON,Name,f2,TEXT,t,,,50,,,f,,,,f,,,core,working_conditions,name
230,WOCON,Working Condition Type Code,f3,TEXT,t,,,20,,,t,core,working_condition_types,code,f,,,core,working_conditions,working_condition_type_code
231,WOCON,Description,f4,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,working_conditions,description
184,EMEDU,Person ID,,INTEGER,f,f1,,,,,f,core,assignments,employee_id,t,id,,core,person_educations,person_id
191,EMLAN,Person ID,,INTEGER,f,f1,,,,,f,core,assignments,employee_id,t,id,,core,person_languages,person_id
192,EMFAM,Employee ID,f1,TEXT,t,,,,,,t,,,,f,,,,,
205,EMFAM,Person ID,,INTEGER,f,f1,,,,,f,core,assignments,employee_id,t,id,,core,person_families,person_id
211,EMREF,Person ID,,INTEGER,f,f1,,,,,f,core,assignments,employee_id,t,id,,core,person_references,person_id
206,EMREF,Employee ID,f1,TEXT,t,,,,,,t,,,,f,,,,,
212,EMDOC,Employee ID,f1,TEXT,t,,,,,,t,,,,f,,,,,
217,EMDOC,Person ID,,INTEGER,f,f1,,,,,f,core,assignments,employee_id,t,,id,core,person_documents,person_id
232,WOCON,Start Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,working_conditions,eff_begin
233,WOCON,End Effective Date,f6,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,working_conditions,eff_end
234,POSWOCON,Position Code,f1,TEXT,t,,,20,,,t,core,positions,code,f,,,core,position_working_conditions,position_code
235,POSWOCON,Description,f2,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,position_working_conditions,description
236,POSWOCON,Is Essential,f3,BOOLEAN,t,,,,,,f,,,,f,,,core,position_working_conditions,is_essential
237,POSWOCON,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,position_working_conditions,eff_begin
238,POSWOCON,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,position_working_conditions,eff_end
239,JOBWOCON,Job Code,f1,TEXT,t,,,20,,,t,core,jobs,code,f,,,core,position_working_conditions,job_code
240,JOBWOCON,Description,f2,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,position_working_conditions,description
241,JOBWOCON,Is Essential,f3,BOOLEAN,t,,,,,,f,,,,f,,,core,position_working_conditions,is_essential
242,JOBWOCON,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,position_working_conditions,eff_begin
243,JOBWOCON,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,position_working_conditions,eff_end
244,RESPGR,Code,f1,TEXT,t,,,20,,"^[a-zA-Z0-9_-]{1,20}$",f,,,,f,AUTO,,core,responsibility_groups,code
245,RESPGR,Name,f2,TEXT,t,,,50,,,f,,,,f,,,core,responsibility_groups,name
246,RESPGR,Description,f3,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,responsibility_groups,description
247,RESPGR,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,responsibility_groups,eff_begin
248,RESPGR,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,responsibility_groups,eff_end
249,RESP,Code,f1,TEXT,t,,,20,,"^[a-zA-Z0-9_-]{1,20}$",f,,,,f,AUTO,,core,responsibilities,code
250,RESP,Name,f2,TEXT,t,,,50,,,f,,,,f,,,core,responsibilities,name
251,RESP,Responsibility Group Code,f3,TEXT,t,,,20,,,t,core,responsibility_groups,code,f,,,core,responsibilities,responsibility_group_code
252,RESP,Description,f4,TEXT,f,NULL,,255,,,f,,,,f,VALUE,,core,responsibilities,description
253,RESP,Start Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,responsibilities,eff_begin
254,RESP,End Effective Date,f6,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,responsibilities,eff_end
255,JORESP,Job Code,f1,TEXT,t,,,20,,,t,core,jobs,code,f,,,core,job_responsibilities,job_code
256,JORESP,Description,f2,TEXT,t,,,255,,,f,,,,f,VALUE,,core,job_responsibilities,description
257,JORESP,Is Appraisal,f3,BOOLEAN,t,,,,,,f,,,,f,,,core,job_responsibilities,is_appraisal
258,JORESP,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,job_responsibilities,eff_begin
259,JORESP,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,job_responsibilities,eff_end
260,PORESP,Position Code,f1,TEXT,t,,,20,,,t,core,jobs,code,f,,,core,position_responsibilities,position_code
261,PORESP,Description,f2,TEXT,t,,,255,,,f,,,,f,VALUE,,core,position_responsibilities,description
262,PORESP,Is Appraisal,f3,BOOLEAN,t,,,,,,f,,,,f,,,core,position_responsibilities,is_appraisal
263,PORESP,Start Effective Date,f4,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,core,position_responsibilities,eff_begin
264,PORESP,End Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,core,position_responsibilities,eff_end
265,EMQUOTA,Employee ID,f1,TEXT,t,,,20,,,f,,,,f,,,time,employee_quotas,employee_id
266,EMQUOTA,Leave Code,f2,TEXT,t,,,20,,,f,,,,f,,,time,employee_quotas,leave_code
267,EMQUOTA,Maximum Quota,f3,INTEGER,t,,,,,,f,,,,f,,,time,employee_quotas,max_quota
268,EMQUOTA,Carried Quota,f4,INTEGER,t,,,,,,f,,,,f,,,time,employee_quotas,carried_quota
269,EMQUOTA,Start Effective Date,f5,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MIN_DATE,,time,employee_quotas,eff_begin
270,EMQUOTA,End Effective Date,f6,DATE,t,,,,,^(0?[1-9]|[12][0-9]|3[01])([ \/\-])(0?[1-9]|1[012])\2([0-9][0-9][0-9][0-9])(([ -])([0-1]?[0-9]|2[0-3]):[0-5]?[0-9]:[0-5]?[0-9])?$,f,,,,f,MAX_DATE,,time,employee_quotas,eff_end
133,EMMBR,Person ID,,INTEGER,f,f2,,,,,f,core,assignments,employee_id,t,id,,core,person_memberships,person_id
185,EMLAN,Employee ID,f1,TEXT,t,,,,,,t,,,,f,,,,,
